Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,Ticket,family_size,average_Fare
35.0,S,135.6333,0,1,female,0,1.0,P,1,135.6333
29.881137667304014,S,31.0,0,1,male,0,0.0,U,1,31.0
25.0,S,0.0,0,3,male,0,1.0,L,1,0.0
41.0,S,19.5,1,2,female,0,1.0,U,2,9.75
37.0,C,29.7,1,1,male,0,0.0,P,2,14.85
29.881137667304014,Q,7.75,0,3,female,0,1.0,U,1,7.75
63.0,S,77.9583,0,1,female,1,1.0,U,2,38.97915
45.0,S,7.75,0,3,female,0,0.0,U,1,7.75
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
7.0,Q,29.125,1,3,male,4,0.0,U,6,4.854166666666667
35.0,S,20.25,1,3,female,1,1.0,C,3,6.75
65.0,Q,7.75,0,3,male,0,0.0,U,1,7.75
28.0,S,7.8542,0,3,male,0,0.0,U,1,7.8542
16.0,S,9.5,0,3,male,0,0.0,U,1,9.5
19.0,S,8.05,0,3,male,0,1.0,A,1,8.05
29.881137667304014,S,26.0,0,1,male,0,0.0,U,1,26.0
33.0,C,8.6625,0,3,male,0,0.0,U,1,8.6625
30.0,S,9.5,0,3,male,0,1.0,U,1,9.5
22.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
42.0,S,13.0,0,2,male,0,1.0,U,1,13.0
22.0,Q,7.75,0,3,female,0,1.0,U,1,7.75
26.0,S,78.85,0,1,female,0,1.0,U,1,78.85
19.0,C,91.0792,0,1,female,1,1.0,U,2,45.5396
36.0,C,12.875,0,2,male,0,0.0,S,1,12.875
24.0,S,8.85,0,3,female,0,0.0,U,1,8.85
24.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,C,27.7208,0,1,male,0,0.0,P,1,27.7208
23.5,C,7.2292,0,3,male,0,0.0,U,1,7.2292
2.0,S,151.55,2,1,female,1,0.0,U,4,37.8875
29.881137667304014,S,30.5,0,1,male,0,1.0,U,1,30.5
50.0,C,247.5208,1,1,female,0,1.0,P,2,123.7604
29.881137667304014,Q,7.75,0,3,female,0,1.0,U,1,7.75
29.881137667304014,Q,23.25,0,3,male,2,1.0,U,3,7.75
19.0,S,0.0,0,3,male,0,0.0,L,1,0.0
29.881137667304014,Q,12.35,0,2,female,0,1.0,U,1,12.35
29.881137667304014,S,8.05,0,3,male,0,0.0,A,1,8.05
0.92,S,151.55,2,1,male,1,1.0,U,4,37.8875
29.881137667304014,C,110.8833,0,1,female,0,1.0,U,1,110.8833
17.0,C,108.9,0,1,female,1,1.0,P,2,54.45
30.0,C,24.0,0,2,male,1,0.0,P,2,12.0
30.0,C,56.9292,0,1,female,0,1.0,P,1,56.9292
24.0,C,83.1583,0,1,female,0,1.0,U,1,83.1583
18.0,C,262.375,2,1,female,2,1.0,P,5,52.475
26.0,S,26.0,1,2,female,1,0.0,U,3,8.666666666666666
28.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
43.0,S,26.25,1,2,male,1,0.0,F,3,8.75
26.0,S,7.8542,0,3,female,0,1.0,U,1,7.8542
24.0,S,26.0,0,2,female,1,1.0,U,2,13.0
54.0,S,14.0,0,2,male,0,0.0,U,1,14.0
31.0,S,164.8667,2,1,female,0,1.0,U,3,54.95556666666667
40.0,C,134.5,1,1,female,1,1.0,U,3,44.833333333333336
22.0,S,7.25,0,3,male,0,0.0,A,1,7.25
27.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
30.0,Q,12.35,0,2,female,0,1.0,U,1,12.35
22.0,S,29.0,1,2,female,1,1.0,U,3,9.666666666666666
29.881137667304014,S,69.55,2,3,male,8,0.0,C,11,6.322727272727272
36.0,C,135.6333,0,1,female,0,1.0,P,1,135.6333
61.0,S,6.2375,0,3,male,0,0.0,U,1,6.2375
36.0,S,13.0,0,2,female,0,1.0,U,1,13.0
31.0,S,20.525,1,3,female,1,1.0,U,3,6.841666666666666
16.0,C,57.9792,1,1,female,0,1.0,U,2,28.9896
29.881137667304014,Q,23.25,0,3,female,2,1.0,U,3,7.75
45.5,S,28.5,0,1,male,0,0.0,U,1,28.5
38.0,S,153.4625,1,1,male,0,0.0,P,2,76.73125
16.0,S,18.0,0,3,male,2,0.0,U,3,6.0
29.881137667304014,S,133.65,0,1,female,1,1.0,P,2,66.825
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.0,S,66.6,0,1,male,1,0.0,U,2,33.3
41.0,C,134.5,0,1,female,0,1.0,U,1,134.5
45.0,S,8.05,0,3,male,0,1.0,U,1,8.05
45.0,S,35.5,0,1,male,0,0.0,U,1,35.5
2.0,S,26.0,1,2,male,1,1.0,U,3,8.666666666666666
24.0,S,263.0,2,1,female,3,1.0,U,6,43.833333333333336
28.0,S,13.0,0,2,male,0,0.0,U,1,13.0
25.0,S,13.0,0,2,male,0,0.0,U,1,13.0
36.0,S,13.0,0,2,male,0,0.0,U,1,13.0
24.0,S,13.0,0,2,female,0,1.0,U,1,13.0
40.0,S,13.0,0,2,female,0,1.0,U,1,13.0
29.881137667304014,S,16.1,0,3,female,1,1.0,U,2,8.05
3.0,S,15.9,1,3,male,1,1.0,C,3,5.3
42.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
23.0,S,9.225,0,3,male,0,0.0,U,1,9.225
29.881137667304014,S,35.0,0,1,male,0,0.0,U,1,35.0
15.0,C,7.2292,1,3,male,1,0.0,U,3,2.409733333333333
25.0,S,17.8,0,3,male,1,0.0,U,2,8.9
29.881137667304014,C,7.225,0,3,male,0,0.0,U,1,7.225
28.0,S,9.5,0,3,male,0,0.0,U,1,9.5
22.0,S,55.0,1,1,female,0,1.0,U,2,27.5
38.0,S,13.0,0,2,female,0,0.0,U,1,13.0
29.881137667304014,Q,7.8792,0,3,female,0,1.0,U,1,7.8792
29.881137667304014,Q,7.8792,0,3,female,0,1.0,U,1,7.8792
40.0,S,27.9,4,3,male,1,0.0,U,6,4.6499999999999995
29.0,C,27.7208,0,2,male,1,0.0,S,2,13.8604
45.0,C,14.4542,1,3,female,0,0.0,U,2,7.2271
35.0,S,7.05,0,3,male,0,0.0,S,1,7.05
29.881137667304014,Q,15.5,0,3,male,1,0.0,U,2,7.75
30.0,S,7.25,0,3,male,0,0.0,C,1,7.25
60.0,C,75.25,0,1,female,1,1.0,U,2,37.625
29.881137667304014,C,7.2292,0,3,female,0,1.0,U,1,7.2292
29.881137667304014,Q,7.75,0,3,female,0,1.0,U,1,7.75
24.0,C,69.3,0,1,female,0,1.0,P,1,69.3
25.0,C,55.4417,0,1,male,1,1.0,U,2,27.72085
18.0,S,6.4958,0,3,male,1,0.0,U,2,3.2479
19.0,S,8.05,0,3,male,0,0.0,U,1,8.05
22.0,C,135.6333,0,1,male,0,0.0,P,1,135.6333
3.0,S,21.075,1,3,female,3,0.0,U,5,4.215
29.881137667304014,C,82.1708,0,1,female,1,1.0,P,2,41.0854
22.0,S,7.25,0,3,female,0,1.0,C,1,7.25
27.0,C,211.5,2,1,male,0,0.0,U,3,70.5
20.0,C,4.0125,0,3,male,0,0.0,U,1,4.0125
19.0,S,7.775,0,3,male,0,0.0,U,1,7.775
42.0,C,227.525,0,1,female,0,1.0,P,1,227.525
1.0,C,15.7417,2,3,female,0,1.0,U,3,5.247233333333333
32.0,S,7.925,0,3,male,0,0.0,S,1,7.925
35.0,S,52.0,0,1,female,1,1.0,U,2,26.0
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
18.0,S,73.5,0,2,male,0,0.0,S,1,73.5
1.0,S,46.9,2,3,male,5,0.0,C,8,5.8625
36.0,S,13.0,0,2,female,0,1.0,U,1,13.0
29.881137667304014,Q,7.7292,0,3,male,0,0.0,U,1,7.7292
17.0,C,12.0,0,2,female,0,1.0,S,1,12.0
36.0,S,120.0,2,1,male,1,1.0,U,4,30.0
21.0,S,7.7958,0,3,male,0,1.0,U,1,7.7958
28.0,S,7.925,0,3,male,2,0.0,U,3,2.6416666666666666
23.0,C,113.275,0,1,female,1,1.0,U,2,56.6375
24.0,S,16.7,2,3,female,0,1.0,P,3,5.566666666666666
22.0,S,7.7958,0,3,male,0,0.0,U,1,7.7958
31.0,S,7.8542,0,3,female,0,0.0,U,1,7.8542
46.0,S,26.0,0,2,male,0,0.0,U,1,26.0
23.0,S,10.5,0,2,male,0,0.0,U,1,10.5
28.0,S,12.65,0,2,female,0,1.0,U,1,12.65
39.0,S,7.925,0,3,male,0,1.0,S,1,7.925
26.0,S,8.05,0,3,male,0,0.0,U,1,8.05
21.0,S,9.825,0,3,female,1,0.0,U,2,4.9125
28.0,S,15.85,0,3,male,1,0.0,S,2,7.925
20.0,S,8.6625,0,3,female,0,0.0,U,1,8.6625
34.0,S,21.0,0,2,male,1,0.0,U,2,10.5
51.0,S,7.75,0,3,male,0,0.0,U,1,7.75
3.0,S,18.75,1,2,male,1,1.0,U,3,6.25
21.0,S,7.775,0,3,male,0,0.0,U,1,7.775
29.881137667304014,S,25.4667,1,3,female,3,0.0,U,5,5.0933399999999995
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,Q,6.8583,0,3,male,0,0.0,U,1,6.8583
33.0,Q,90.0,0,1,female,1,1.0,U,2,45.0
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
44.0,S,7.925,0,3,male,0,1.0,S,1,7.925
29.881137667304014,S,8.05,0,3,female,0,0.0,U,1,8.05
34.0,S,32.5,1,2,female,1,1.0,U,3,10.833333333333334
18.0,S,13.0,2,2,female,0,1.0,U,3,4.333333333333333
30.0,S,13.0,0,2,male,0,0.0,U,1,13.0
10.0,S,24.15,2,3,female,0,0.0,U,3,8.049999999999999
29.881137667304014,C,7.8958,0,3,male,0,0.0,U,1,7.8958
21.0,Q,7.7333,0,3,male,0,0.0,A,1,7.7333
29.0,S,7.875,0,3,male,0,0.0,U,1,7.875
28.0,S,14.4,1,3,female,1,0.0,U,3,4.8
18.0,S,20.2125,1,3,male,1,0.0,U,3,6.7375
29.881137667304014,S,7.25,0,3,male,0,0.0,A,1,7.25
28.0,S,26.0,0,2,female,1,1.0,U,2,13.0
19.0,S,26.0,0,2,female,0,1.0,U,1,26.0
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
32.0,S,8.05,0,3,male,0,1.0,S,1,8.05
28.0,S,26.55,0,1,male,0,1.0,U,1,26.55
29.881137667304014,S,16.1,0,3,female,1,1.0,U,2,8.05
42.0,S,26.0,0,2,female,1,1.0,S,2,13.0
